close,co_id,date,difference_percentage,high,low,open,total_trade_count,total_trade_dollar,total_trade_stocks
34.65,1101,106/05/09,0.1,34.8,34.45,34.5,"1,670","134,027,504","3,878,940"
34.75,1101,106/05/10,0.1,34.75,34.5,34.65,"1,471","117,819,026","3,403,788"
34.55,1101,106/05/11,-0.2,35.0,34.15,34.8,"3,158","231,117,509","6,688,904"
34.05,1101,106/05/12,-0.5,34.7,34.0,34.6,"3,601","256,932,737","7,520,457"
34.6,1101,106/05/15,0.55,34.65,34.05,34.05,"1,885","105,795,674","3,063,621"
35.1,1101,106/05/16,0.5,35.1,34.7,34.8,"3,348","312,392,437","8,943,070"
34.8,1101,106/05/17,-0.3,34.95,34.65,34.9,"1,781","159,182,770","4,574,274"
34.75,1101,106/05/18,-0.05,34.8,34.35,34.55,946,"58,430,354","1,686,798"
34.5,1101,106/05/19,-0.25,34.65,34.5,34.6,"1,042","75,791,687","2,194,288"
34.6,1101,106/05/22,0.1,34.85,34.4,34.85,610,"58,921,182","1,706,760"
34.3,1101,106/05/23,-0.3,34.45,34.25,34.4,"1,363","90,306,231","2,627,601"
34.5,1101,106/05/24,0.2,34.5,34.15,34.3,"1,616","110,702,280","3,225,075"
34.8,1101,106/05/25,0.3,34.95,34.35,34.35,"2,094","241,163,199","6,944,169"
34.65,1101,106/05/26,-0.15,34.85,34.55,34.7,"1,247","150,565,016","4,343,213"
34.4,1101,106/05/31,-0.25,34.8,34.4,34.65,"2,022","243,280,489","7,036,320"
37.05,1101,106/04/05,+0.75,37.20,36.40,36.40,"3,091","272,791,615","7,385,595"
37.30,1101,106/04/06,+0.25,37.45,37.10,37.20,"2,430","189,024,716","5,074,098"
37.15,1101,106/04/07,-0.15,37.25,36.50,36.95,"1,496","139,563,512","3,786,727"
37.00,1101,106/04/10,-0.15,37.15,36.85,37.15,619,"36,190,027","978,271"
36.90,1101,106/04/11,-0.10,37.30,36.90,37.00,"1,280","113,436,504","3,063,366"
36.85,1101,106/04/12,-0.05,37.50,36.70,37.25,"1,886","159,601,983","4,321,948"
36.75,1101,106/04/13,-0.10,37.05,36.75,36.90,"1,101","82,362,900","2,235,480"
36.50,1101,106/04/14,-0.25,36.75,36.40,36.60,"1,074","81,582,255","2,230,761"
36.50,1101,106/04/17, 0.00,36.70,36.35,36.65,"1,750","89,759,637","2,460,829"
36.45,1101,106/04/18,-0.05,36.65,36.25,36.60,"1,509","139,789,711","3,836,886"
--,1101,106/04/19, 0.00,--,--,--,0,0,0
--,1101,106/04/20, 0.00,--,--,--,0,0,0
35.60,1101,106/04/21,X0.00,37.10,35.35,36.45,"5,589","562,422,150","15,672,983"
36.25,1101,106/04/24,+0.65,37.30,35.75,35.80,"4,300","373,260,608","10,227,016"
35.55,1101,106/04/25,-0.70,36.20,35.45,36.20,"5,519","422,718,651","11,861,031"
35.65,1101,106/04/26,+0.10,35.85,35.50,35.65,"3,414","346,007,783","9,700,088"
35.30,1101,106/04/27,-0.35,35.65,35.10,35.55,"3,574","290,243,541","8,224,979"
35.10,1101,106/04/28,-0.20,35.30,35.05,35.30,"2,876","231,174,053","6,574,387"
37.7,1101,106/03/01,0.05,38.25,37.6,37.65,"4,568","323,165,570","8,509,295"
38.15,1101,106/03/02,0.45,38.9,38.0,38.0,"6,920","652,494,032","16,935,050"
38.0,1101,106/03/03,-0.15,38.55,38.0,38.15,"2,832","280,557,830","7,362,110"
37.8,1101,106/03/06,-0.2,38.1,37.75,37.9,"2,074","197,152,247","5,199,164"
38.2,1101,106/03/07,0.4,38.25,37.8,37.8,"1,256","99,233,087","2,600,079"
38.15,1101,106/03/08,-0.05,38.45,38.15,38.2,"2,966","242,988,218","6,351,161"
37.5,1101,106/03/09,-0.65,38.0,37.5,38.0,"3,597","356,636,332","9,446,829"
37.0,1101,106/03/10,-0.5,37.3,36.85,37.3,"2,720","197,781,656","5,336,924"
37.6,1101,106/03/13,0.6,37.95,37.2,37.2,"2,810","188,794,816","5,014,808"
37.8,1101,106/03/14,0.2,37.9,37.45,37.6,"2,155","183,069,246","4,845,441"
38.2,1101,106/03/15,0.4,38.4,37.55,37.7,"3,196","265,164,222","6,959,294"
38.0,1101,106/03/16,-0.2,38.5,37.9,38.2,"2,752","171,116,537","4,475,521"
38.2,1101,106/03/17,0.2,38.4,37.95,38.15,"2,063","349,768,556","9,158,312"
38.15,1101,106/03/20,-0.05,38.2,37.9,38.0,"1,077","103,015,822","2,710,369"
38.4,1101,106/03/21,0.25,38.4,37.85,38.0,"2,503","258,014,535","6,767,923"
37.9,1101,106/03/22,-0.5,38.0,37.75,37.95,"1,686","191,783,497","5,061,425"
38.0,1101,106/03/23,0.1,38.25,37.7,38.15,"1,261","128,258,706","3,378,905"
38.0,1101,106/03/24,0.0,38.1,37.8,38.0,"1,425","140,010,528","3,687,099"
37.75,1101,106/03/27,-0.25,37.85,37.55,37.85,"2,233","213,641,321","5,657,656"
37.15,1101,106/03/28,-0.6,37.8,36.9,37.8,"4,776","459,061,839","12,332,096"
37.7,1101,106/03/29,0.55,37.7,37.25,37.4,"1,787","142,507,569","3,799,461"
36.85,1101,106/03/30,-0.85,37.65,36.85,37.65,"3,048","230,780,770","6,234,143"
36.3,1101,106/03/31,-0.55,37.2,36.3,37.1,"4,272","321,280,455","8,810,234"
35.3,1101,106/02/02,-0.1,36.3,35.3,36.25,"5,126","436,266,003","12,154,811"
36.0,1101,106/02/03,0.7,36.0,35.2,35.25,"2,370","192,305,862","5,407,188"
35.6,1101,106/02/06,-0.4,36.05,35.55,36.05,"1,712","118,523,489","3,315,263"
35.25,1101,106/02/07,-0.35,35.5,35.2,35.4,"3,000","278,382,258","7,887,754"
35.2,1101,106/02/08,-0.05,35.45,34.95,35.25,"2,834","221,860,540","6,318,414"
36.3,1101,106/02/09,1.1,36.3,35.0,35.0,"4,919","490,493,530","13,658,435"
38.2,1101,106/02/10,1.9,38.8,37.8,38.2,"11,934","1,507,458,037","39,364,540"
38.0,1101,106/02/13,-0.2,38.2,37.6,38.2,"4,315","348,941,417","9,216,710"
37.8,1101,106/02/14,-0.2,38.2,37.35,37.35,"3,280","356,144,372","9,427,952"
38.05,1101,106/02/15,0.25,38.25,37.7,37.8,"3,370","336,022,928","8,834,192"
37.65,1101,106/02/16,-0.4,38.15,37.55,38.1,"2,668","386,769,103","10,250,490"
37.5,1101,106/02/17,-0.15,37.65,37.1,37.65,"2,482","275,702,930","7,386,370"
37.3,1101,106/02/18,-0.2,37.6,37.15,37.5,866,"87,310,107","2,342,287"
36.6,1101,106/02/20,-0.7,37.35,36.5,37.3,"2,856","250,251,174","6,782,081"
37.05,1101,106/02/21,0.45,37.4,36.7,36.7,"3,571","350,105,173","9,412,229"
38.2,1101,106/02/22,1.15,38.4,37.25,37.45,"5,020","516,788,226","13,614,782"
38.0,1101,106/02/23,-0.2,38.3,37.65,38.3,"2,138","213,628,036","5,636,826"
37.65,1101,106/02/24,-0.35,38.1,37.65,38.0,"2,685","373,709,675","9,870,769"
35.15,1101,106/01/03,0.0,35.45,34.8,35.45,"1,669","101,450,502","2,890,982"
35.25,1101,106/01/04,0.1,35.3,35.0,35.2,"1,737","115,895,011","3,296,820"
35.25,1101,106/01/05,0.0,35.25,34.9,35.0,"1,788","143,758,836","4,098,017"
35.25,1101,106/01/06,0.0,35.3,34.9,35.3,"1,774","124,391,293","3,542,625"
34.9,1101,106/01/09,-0.35,35.35,34.9,35.25,"1,515","170,970,138","4,877,900"
34.95,1101,106/01/10,0.05,35.15,34.65,34.8,"1,142","100,132,754","2,863,568"
35.8,1101,106/01/11,0.85,35.85,35.05,35.15,"2,484","192,049,377","5,403,483"
36.3,1101,106/01/12,0.5,36.3,35.7,35.85,"2,970","288,119,189","7,967,333"
36.0,1101,106/01/13,-0.3,36.4,35.7,36.3,"1,778","140,384,134","3,896,119"
35.8,1101,106/01/16,-0.2,36.05,35.6,35.8,"1,066","76,997,328","2,145,899"
35.55,1101,106/01/17,-0.25,36.0,35.55,35.9,988,"103,568,249","2,902,410"
35.45,1101,106/01/18,-0.1,35.55,35.3,35.45,"2,080","294,868,541","8,308,000"
34.65,1101,106/01/19,-0.8,35.2,34.6,35.2,"3,161","211,855,327","6,098,231"
34.95,1101,106/01/20,0.3,35.1,34.75,34.8,"1,187","82,362,962","2,355,242"
35.75,1101,106/01/23,0.8,35.8,34.5,34.5,"3,717","333,011,316","9,432,643"
35.4,1101,106/01/24,-0.35,36.0,35.3,35.75,"2,861","241,575,213","6,790,602"
37.1,1101,105/12/01,0.25,37.35,36.9,37.3,"2,365","184,873,815","4,980,345"
37.1,1101,105/12/02,0.0,37.25,36.7,36.7,"1,908","148,052,794","3,992,950"
36.7,1101,105/12/05,-0.4,37.1,36.55,37.1,"1,746","134,427,072","3,645,304"
36.95,1101,105/12/06,0.25,37.3,36.7,37.25,"2,295","174,260,122","4,705,907"
37.05,1101,105/12/07,0.1,37.2,36.75,37.1,"2,038","187,830,755","5,071,268"
38.0,1101,105/12/08,0.95,38.0,37.05,37.1,"4,254","348,028,350","9,247,238"
37.95,1101,105/12/09,-0.05,38.0,37.55,38.0,"3,469","241,264,176","6,367,803"
37.9,1101,105/12/12,-0.05,38.3,37.6,38.0,"2,657","221,488,235","5,851,578"
37.85,1101,105/12/13,-0.05,37.9,37.45,37.9,"2,659","178,646,014","4,751,396"
37.7,1101,105/12/14,-0.15,37.85,37.6,37.85,"2,764","145,226,582","3,848,724"
37.05,1101,105/12/15,-0.65,37.7,36.9,37.5,"3,252","188,240,335","5,066,706"
36.65,1101,105/12/16,-0.4,37.2,36.55,37.05,"3,514","289,146,497","7,874,722"
36.0,1101,105/12/19,-0.65,36.6,35.9,36.6,"3,433","195,922,366","5,428,506"
36.25,1101,105/12/20,0.25,36.3,36.05,36.2,"1,642","123,692,189","3,422,971"
35.9,1101,105/12/21,-0.35,36.4,35.85,36.4,"1,587","148,889,457","4,138,637"
35.0,1101,105/12/22,-0.9,35.9,35.0,35.9,"3,625","243,858,566","6,915,998"
34.35,1101,105/12/23,-0.65,34.95,34.35,34.9,"3,558","239,511,417","6,936,379"
34.25,1101,105/12/26,-0.1,34.85,34.0,34.4,"2,303","160,372,703","4,685,948"
34.1,1101,105/12/27,-0.15,34.3,34.05,34.3,"1,188","100,534,741","2,949,091"
34.5,1101,105/12/28,0.4,34.5,34.15,34.2,"2,590","218,855,112","6,390,960"
34.2,1101,105/12/29,-0.3,34.5,34.2,34.5,"2,756","188,700,567","5,504,753"
35.15,1101,105/12/30,0.95,35.15,34.3,34.5,"2,939","213,121,341","6,121,039"
37.35,1101,105/11/01,-0.5,37.7,37.2,37.25,"1,684","134,337,322","3,585,384"
36.25,1101,105/11/02,-1.1,37.05,36.2,37.0,"2,848","236,771,747","6,470,202"
35.9,1101,105/11/03,-0.35,36.15,35.85,35.9,"2,022","160,390,966","4,459,764"
36.05,1101,105/11/04,0.15,36.05,35.55,35.85,"2,121","172,648,800","4,813,332"
37.1,1101,105/11/07,1.05,37.1,36.05,36.05,"2,747","234,223,965","6,360,580"
37.5,1101,105/11/08,0.4,37.65,37.05,37.3,"1,805","165,525,790","4,437,476"
36.3,1101,105/11/09,-1.2,37.95,36.05,37.8,"3,538","271,410,644","7,408,671"
38.15,1101,105/11/10,1.85,38.2,36.9,36.9,"6,455","557,915,392","14,729,334"
37.5,1101,105/11/11,-0.65,37.85,37.1,37.5,"4,433","401,691,867","10,715,274"
37.05,1101,105/11/14,-0.45,37.75,36.85,37.4,"2,675","245,289,707","6,577,921"
36.7,1101,105/11/15,-0.35,37.4,36.7,37.1,"2,743","191,669,624","5,197,016"
36.55,1101,105/11/16,-0.15,37.25,36.55,37.2,"3,246","231,019,998","6,265,248"
36.2,1101,105/11/17,-0.35,36.55,35.95,36.55,"4,039","336,769,886","9,308,073"
35.85,1101,105/11/18,-0.35,36.15,35.6,36.1,"3,320","244,549,754","6,818,114"
36.8,1101,105/11/21,0.95,36.8,35.8,36.0,"3,135","260,749,525","7,152,516"
37.1,1101,105/11/22,0.3,37.2,36.6,36.7,"3,191","218,271,344","5,901,102"
37.15,1101,105/11/23,0.05,37.15,36.75,37.15,"2,286","153,826,880","4,159,779"
36.75,1101,105/11/24,-0.4,37.05,36.55,37.0,"1,556","115,471,555","3,141,512"
36.75,1101,105/11/25,0.0,36.75,36.5,36.5,997,"76,303,267","2,083,440"
37.0,1101,105/11/28,0.25,37.1,36.55,36.75,"1,296","90,355,891","2,444,939"
36.6,1101,105/11/29,-0.4,37.0,36.5,37.0,"1,579","126,632,603","3,452,766"
36.85,1101,105/11/30,0.25,37.05,36.55,36.9,"2,417","464,140,258","12,602,006"
35.75,1101,105/10/03,0.1,36.2,35.75,35.8,"1,556","93,133,920","2,589,194"
35.95,1101,105/10/04,0.2,36.2,35.65,36.2,"2,446","237,082,119","6,605,167"
36.4,1101,105/10/05,0.45,36.4,35.6,35.6,"2,127","147,949,923","4,091,742"
36.6,1101,105/10/06,0.2,36.65,36.05,36.4,"1,484","95,754,278","2,626,905"
36.65,1101,105/10/07,0.05,36.7,36.35,36.6,"1,563","164,170,134","4,489,520"
36.05,1101,105/10/11,-0.6,36.85,35.8,36.85,"2,580","156,041,228","4,305,098"
36.05,1101,105/10/12,0.0,36.8,35.85,35.9,"2,141","139,395,976","3,841,588"
35.0,1101,105/10/13,-1.05,36.05,35.0,36.05,"4,594","322,055,581","9,132,910"
35.85,1101,105/10/14,0.85,35.9,35.1,35.1,"2,199","146,796,864","4,112,120"
36.05,1101,105/10/17,0.2,36.1,35.15,36.05,"2,149","146,279,541","4,102,988"
36.4,1101,105/10/18,0.35,36.45,35.75,35.85,"2,823","191,381,664","5,283,911"
37.35,1101,105/10/19,0.95,37.35,36.4,36.4,"4,896","412,999,451","11,106,706"
36.9,1101,105/10/20,-0.45,37.5,36.6,37.35,"3,242","253,842,978","6,836,904"
36.7,1101,105/10/21,-0.2,37.1,36.7,37.0,"2,201","257,993,278","7,010,339"
37.0,1101,105/10/24,0.3,37.15,36.75,36.75,"2,235","159,859,874","4,323,590"
37.45,1101,105/10/25,0.45,37.8,37.2,37.5,"3,517","326,408,609","8,676,694"
37.55,1101,105/10/26,0.1,37.8,36.95,36.95,"2,532","174,658,410","4,659,407"
37.55,1101,105/10/27,0.0,37.55,37.05,37.35,"2,343","172,884,548","4,635,559"
37.8,1101,105/10/28,0.25,37.8,37.2,37.45,"1,417","149,152,365","3,975,660"
37.85,1101,105/10/31,0.05,37.95,36.9,37.45,"2,792","267,687,689","7,114,399"
35.25,1101,105/09/01,-1.0,36.25,35.05,36.1,"5,176","384,985,442","10,901,935"
35.75,1101,105/09/02,0.5,35.75,35.2,35.4,"2,919","207,116,267","5,829,071"
36.4,1101,105/09/05,0.65,36.5,36.1,36.1,"2,982","239,537,154","6,589,141"
37.5,1101,105/09/06,1.1,37.5,36.3,36.45,"3,644","316,706,448","8,538,341"
37.5,1101,105/09/07,0.0,37.7,37.15,37.5,"3,135","315,939,824","8,430,859"
36.5,1101,105/09/08,-1.0,37.55,36.45,37.5,"3,593","257,298,299","7,013,084"
35.75,1101,105/09/09,-0.75,36.2,35.6,36.05,"2,315","153,131,036","4,270,873"
35.5,1101,105/09/10,-0.25,35.8,34.95,35.1,"1,513","108,298,177","3,061,363"
34.7,1101,105/09/12,-0.8,35.1,34.6,35.05,"3,660","253,866,914","7,312,683"
34.4,1101,105/09/13,-0.3,35.0,34.1,34.7,"3,892","260,862,619","7,558,437"
33.95,1101,105/09/14,-0.45,35.05,33.95,34.2,"3,713","356,804,919","10,428,547"
34.6,1101,105/09/19,0.65,34.6,33.9,34.0,"3,825","215,644,428","6,309,088"
34.5,1101,105/09/20,-0.1,34.55,34.15,34.5,"1,969","185,512,944","5,395,132"
36.3,1101,105/09/21,1.8,36.3,34.35,34.5,"4,425","433,902,784","12,187,219"
35.8,1101,105/09/22,-0.5,36.6,35.5,36.6,"2,952","239,279,053","6,644,601"
35.8,1101,105/09/23,0.0,36.2,35.3,35.85,"2,350","178,599,145","4,971,524"
36.05,1101,105/09/26,0.25,36.45,35.7,35.8,"1,956","113,566,512","3,144,998"
36.6,1101,105/09/29,0.55,36.7,36.1,36.65,"3,109","221,837,304","6,068,304"
35.65,1101,105/09/30,-0.95,36.3,35.6,36.25,"2,756","212,892,013","5,946,051"
33.9,1101,105/08/01,0.0,34.0,33.6,34.0,"2,365","144,365,898","4,262,763"
34.4,1101,105/08/02,0.5,34.4,33.85,33.9,"2,227","146,370,667","4,293,001"
34.9,1101,105/08/03,0.5,34.95,33.3,33.7,"3,317","221,607,455","6,428,564"
34.5,1101,105/08/04,-0.4,34.9,34.1,34.9,"2,399","152,776,627","4,434,113"
34.9,1101,105/08/05,0.4,35.15,34.35,34.5,"3,453","197,560,841","5,666,704"
35.0,1101,105/08/08,0.1,35.1,34.65,35.0,"1,768","141,276,456","4,043,087"
35.0,1101,105/08/09,0.0,35.05,34.8,34.85,"1,929","165,037,436","4,720,704"
35.05,1101,105/08/10,0.05,35.1,34.6,35.0,"2,134","194,543,327","5,563,376"
35.0,1101,105/08/11,-0.05,35.0,34.6,34.65,"1,579","189,076,610","5,413,571"
35.0,1101,105/08/12,0.0,35.0,34.7,35.0,"2,336","157,899,003","4,513,594"
35.0,1101,105/08/15,0.0,35.0,34.75,34.95,"1,147","107,284,221","3,067,235"
34.85,1101,105/08/16,-0.15,35.0,34.6,35.0,"2,708","183,628,963","5,267,757"
34.2,1101,105/08/17,-0.65,34.8,34.15,34.8,"2,460","155,199,514","4,520,553"
35.1,1101,105/08/18,0.9,35.1,34.15,34.2,"2,447","228,431,316","6,584,104"
36.75,1101,105/08/19,1.65,38.0,36.0,36.0,"6,596","660,391,708","17,933,143"
37.6,1101,105/08/22,0.85,37.8,36.6,36.75,"8,097","644,736,363","17,290,465"
37.55,1101,105/08/23,-0.05,37.6,37.05,37.6,"3,068","281,817,127","7,511,834"
37.55,1101,105/08/24,0.0,37.95,37.2,37.55,"2,361","194,618,535","5,183,714"
37.8,1101,105/08/25,0.25,37.9,37.55,37.6,"2,780","266,403,962","7,072,822"
37.6,1101,105/08/26,-0.2,37.8,37.45,37.8,"1,934","143,812,526","3,825,844"
36.8,1101,105/08/29,-0.8,37.95,36.6,37.6,"3,438","282,516,542","7,655,978"
36.25,1101,105/08/30,-0.55,37.05,36.1,37.05,"3,356","354,213,742","9,750,445"
36.25,1101,105/08/31,0.0,36.5,36.1,36.25,"2,758","292,598,985","8,052,267"
32.65,1101,105/07/01,+0.60,32.7,32.2,32.5,"4,888","343,182,474","10,537,924"
33.65,1101,105/07/04,+1.00,33.65,32.65,32.7,"6,554","413,931,092","12,407,965"
33.95,1101,105/07/05,+0.30,34.35,33.55,33.7,"7,401","448,940,294","13,226,714"
33.1,1101,105/07/06,-0.85,33.95,32.8,33.95,"6,544","340,271,440","10,258,417"
34.1,1101,105/07/07,+1.00,34.15,33.1,33.1,"4,357","341,068,982","10,125,131"
35.1,1101,105/07/11,+1.00,35.1,34.3,34.7,"8,267","723,015,783","20,745,207"
34.8,1101,105/07/12,-0.30,35.1,34.5,35.1,"5,142","289,953,627","8,345,835"
35.0,1101,105/07/13,+0.20,35.1,34.7,34.95,"5,019","365,666,825","10,472,583"
35.05,1101,105/07/14,+0.05,35.1,34.8,35.0,"3,260","224,507,593","6,410,562"
35.25,1101,105/07/15,+0.20,35.5,34.85,35.0,"5,835","385,921,408","10,945,807"
35.5,1101,105/07/18,+0.25,35.5,35.05,35.3,"6,000","316,080,126","8,945,221"
35.6,1101,105/07/19,+0.10,35.75,35.4,35.55,"5,055","362,488,555","10,196,350"
35.3,1101,105/07/20,-0.30,36.0,35.25,35.6,"5,260","371,854,221","10,448,434"
35.5,1101,105/07/21,+0.20,35.65,35.35,35.45,"6,224","435,904,797","12,280,999"
34.85,1101,105/07/22,-0.65,35.95,34.65,35.45,"5,128","438,998,905","12,495,110"
34.1,1101,105/07/25,X0.00,34.15,33.45,33.9,"4,420","351,086,116","10,395,954"
33.75,1101,105/07/26,-0.35,34.1,33.6,34.1,"2,867","141,662,041","4,199,417"
34.05,1101,105/07/27,+0.30,34.05,33.75,34.0,"1,668","98,860,959","2,911,286"
34.1,1101,105/07/28,+0.05,34.1,33.65,33.95,"2,807","177,688,840","5,224,710"
33.9,1101,105/07/29,-0.20,34.1,33.8,34.1,"1,293","146,503,312","4,320,349"
29.9,1101,105/06/01,-0.15,30.2,29.65,30.0,"3,327","139,761,057","4,660,171"
30.0,1101,105/06/02,0.1,30.1,29.8,29.9,"2,933","172,709,846","5,759,975"
30.7,1101,105/06/03,0.7,30.7,30.05,30.1,"2,333","123,369,423","4,050,057"
30.6,1101,105/06/04,-0.1,30.9,30.5,30.7,"1,421","51,315,141","1,669,790"
29.95,1101,105/06/06,-0.65,30.95,29.9,30.95,"2,475","129,037,327","4,256,085"
31.3,1101,105/06/07,1.35,31.45,30.4,30.4,"4,039","272,610,609","8,770,491"
31.6,1101,105/06/08,0.3,31.65,31.15,31.3,"3,295","183,984,665","5,833,268"
31.5,1101,105/06/13,-0.1,31.95,31.2,31.6,"3,384","216,294,398","6,848,307"
31.3,1101,105/06/14,-0.2,31.75,31.15,31.45,"2,674","127,281,562","4,053,170"
32.2,1101,105/06/15,0.9,32.55,31.3,31.3,"3,902","267,684,453","8,364,820"
30.65,1101,105/06/16,-1.55,32.0,30.6,32.0,"5,233","324,813,534","10,466,081"
31.9,1101,105/06/17,1.25,31.9,30.95,30.95,"4,148","305,581,717","9,654,795"
32.2,1101,105/06/20,0.3,32.4,31.9,32.2,"2,423","140,859,601","4,382,406"
32.5,1101,105/06/21,0.3,32.5,32.15,32.2,"2,667","224,065,440","6,919,844"
32.75,1101,105/06/22,0.25,32.75,32.1,32.5,"2,537","184,099,137","5,687,278"
31.95,1101,105/06/23,-0.8,32.7,31.9,32.7,"2,136","121,176,794","3,766,262"
31.5,1101,105/06/24,-0.45,32.4,31.2,32.3,"3,569","263,295,771","8,351,458"
31.5,1101,105/06/27,0.0,31.65,31.05,31.05,"1,403","69,658,654","2,219,826"
31.85,1101,105/06/28,0.35,31.9,30.85,31.0,"1,618","87,917,562","2,785,373"
31.5,1101,105/06/29,-0.35,31.95,31.45,31.8,"2,725","154,501,252","4,891,161"
32.05,1101,105/06/30,0.55,32.05,31.35,31.55,"3,985","248,125,747","7,812,886"
32.65,1101,105/05/03,-0.25,33.0,32.4,33.0,"2,450","163,620,266","5,007,366"
31.0,1101,105/05/04,-1.65,32.35,30.45,32.0,"6,048","378,687,037","12,164,122"
30.8,1101,105/05/05,-0.2,31.1,30.4,30.4,"4,094","293,495,218","9,546,128"
30.7,1101,105/05/06,-0.1,31.0,30.15,30.5,"3,711","196,277,083","6,430,243"
30.0,1101,105/05/09,-0.7,30.7,30.0,30.3,"3,058","167,312,371","5,539,471"
30.2,1101,105/05/10,0.2,30.4,29.7,29.8,"3,232","201,426,551","6,695,646"
29.65,1101,105/05/11,-0.55,30.55,29.6,30.4,"3,331","192,046,185","6,439,671"
29.7,1101,105/05/12,0.05,29.8,29.45,29.5,"2,064","96,161,650","3,242,925"
29.0,1101,105/05/13,-0.7,29.55,28.8,29.4,"3,358","183,832,943","6,331,183"
28.6,1101,105/05/16,-0.4,28.75,28.3,28.6,"3,014","146,130,599","5,113,153"
29.0,1101,105/05/17,0.4,29.15,28.4,28.65,"4,073","223,283,753","7,754,507"
28.5,1101,105/05/18,-0.5,28.8,28.25,28.5,"3,727","205,849,796","7,216,600"
27.7,1101,105/05/19,-0.8,28.45,27.55,28.4,"5,830","307,406,971","11,062,502"
28.3,1101,105/05/20,0.6,28.45,27.7,27.8,"4,377","219,625,835","7,791,850"
28.8,1101,105/05/23,0.5,29.2,27.6,28.3,"4,351","230,221,608","8,061,643"
28.9,1101,105/05/24,0.1,29.15,28.8,29.0,"2,735","143,707,525","4,966,406"
29.25,1101,105/05/25,0.35,29.5,28.9,29.5,"2,910","148,848,588","5,094,740"
29.3,1101,105/05/26,0.05,29.4,28.85,29.25,"2,896","124,668,214","4,266,685"
29.45,1101,105/05/27,0.15,29.45,29.2,29.4,"2,221","105,169,490","3,583,194"
29.65,1101,105/05/30,0.2,29.85,29.2,29.3,"2,234","97,143,138","3,290,573"
30.05,1101,105/05/31,0.4,30.05,29.2,29.7,"3,482","595,087,100","19,882,895"
30.8,1101,105/04/01,-0.7,31.05,30.4,30.85,"3,140","183,333,216","5,973,561"
30.0,1101,105/04/06,-0.8,30.5,30.0,30.4,"3,831","231,510,531","7,673,379"
29.85,1101,105/04/07,-0.15,30.3,29.3,30.0,"3,304","211,805,740","7,114,308"
30.2,1101,105/04/08,0.35,30.2,29.45,29.75,"3,996","287,731,632","9,656,406"
30.2,1101,105/04/11,0.0,30.2,29.4,29.4,"2,953","169,287,226","5,677,983"
30.5,1101,105/04/12,0.3,30.6,29.9,30.2,"3,284","172,840,600","5,679,663"
31.6,1101,105/04/13,1.1,31.6,30.55,30.6,"6,420","410,341,474","13,086,226"
33.0,1101,105/04/14,1.4,33.25,31.7,31.7,"8,066","848,058,591","25,875,557"
33.55,1101,105/04/15,0.55,33.85,32.5,33.1,"5,451","431,589,396","12,931,841"
33.95,1101,105/04/18,0.4,35.0,33.25,33.95,"4,439","328,533,652","9,634,724"
33.5,1101,105/04/19,-0.45,34.1,33.4,34.0,"3,173","204,943,279","6,091,233"
32.85,1101,105/04/20,-0.65,34.2,32.6,34.15,"3,903","245,587,499","7,401,150"
33.5,1101,105/04/21,0.65,33.5,32.85,33.2,"3,195","228,094,453","6,886,014"
33.1,1101,105/04/22,-0.4,33.55,33.0,33.5,"2,365","129,236,649","3,896,026"
33.2,1101,105/04/25,0.1,33.5,33.0,33.0,"1,322","95,348,726","2,871,499"
32.95,1101,105/04/26,-0.25,33.5,32.75,33.25,"1,905","127,353,882","3,850,041"
33.0,1101,105/04/27,0.05,33.3,32.7,32.75,"2,673","160,325,212","4,844,395"
33.25,1101,105/04/28,0.25,33.6,32.8,33.45,"2,758","208,827,932","6,301,468"
32.9,1101,105/04/29,-0.35,33.1,32.45,32.8,"2,842","196,581,133","6,002,725"
29.85,1101,105/03/01,-0.15,30.0,29.35,29.9,"3,405","470,099,056","16,744,279"
29.95,1101,105/03/02,0.1,30.25,29.8,29.9,"2,722","208,061,470","6,946,679"
30.4,1101,105/03/03,0.45,30.4,29.75,29.95,"3,640","250,485,372","8,345,280"
29.75,1101,105/03/04,-0.65,30.45,29.65,30.4,"5,394","317,385,294","10,628,429"
30.45,1101,105/03/07,0.7,30.45,29.75,29.75,"4,793","321,362,313","10,646,670"
30.6,1101,105/03/08,0.15,30.75,30.1,30.6,"5,550","344,014,678","11,296,082"
29.95,1101,105/03/09,-0.65,30.45,29.9,30.45,"3,431","209,886,251","6,986,002"
30.7,1101,105/03/10,0.75,30.7,30.0,30.0,"4,136","256,800,326","8,444,242"
30.4,1101,105/03/11,-0.3,30.65,30.3,30.6,"2,501","126,282,104","4,142,929"
30.7,1101,105/03/14,0.3,30.85,30.4,30.85,"3,564","196,361,358","6,404,386"
30.1,1101,105/03/15,-0.6,30.7,29.95,30.7,"3,860","207,483,195","6,872,822"
30.4,1101,105/03/16,0.3,30.4,29.95,30.2,"2,546","173,984,960","5,770,212"
30.85,1101,105/03/17,0.45,30.85,30.4,30.7,"3,512","217,579,876","7,100,772"
31.6,1101,105/03/18,0.75,31.6,31.05,31.05,"5,168","542,394,155","17,233,849"
31.65,1101,105/03/21,0.05,31.95,31.1,31.75,"2,016","150,926,787","4,783,923"
32.1,1101,105/03/22,0.45,32.1,31.25,31.75,"2,486","178,405,096","5,614,200"
31.6,1101,105/03/23,-0.5,32.0,31.4,31.85,"2,237","154,418,584","4,875,505"
