close,co_id,date,difference_percentage,high,low,open,total_trade_count,total_trade_dollar,total_trade_stocks
40.55,1101,108/11/01,0.1,40.6,40.3,40.45,"2,895","381,145,627","9,416,327"
39.65,1101,108/10/01,0.0,39.95,39.5,39.9,"6,226","619,525,116","15,615,126"
39.25,1101,108/10/02,-0.4,39.75,39.2,39.65,"6,645","607,362,423","15,424,274"
39.0,1101,108/10/03,-0.25,39.1,38.65,38.95,"5,593","498,738,155","12,824,802"
38.9,1101,108/10/04,-0.1,39.1,38.75,39.1,"4,332","390,571,570","10,045,259"
39.3,1101,108/10/07,0.4,39.35,39.0,39.05,"3,409","274,356,702","6,996,308"
39.75,1101,108/10/08,0.45,39.75,39.45,39.75,"5,782","556,545,801","14,023,971"
39.5,1101,108/10/09,-0.25,39.8,39.5,39.75,"4,085","401,135,124","10,114,757"
39.95,1101,108/10/14,0.45,40.15,39.6,40.1,"6,898","796,976,600","19,955,639"
40.0,1101,108/10/15,0.05,40.05,39.75,40.0,"3,832","379,084,866","9,498,872"
40.0,1101,108/10/16,0.0,40.1,39.8,40.1,"5,418","560,003,340","14,023,861"
40.1,1101,108/10/17,0.1,40.1,39.95,40.05,"5,237","515,271,575","12,869,437"
40.95,1101,108/10/18,0.85,41.1,40.1,40.2,"11,437","1,980,985,217","48,548,299"
41.5,1101,108/10/21,0.55,41.75,41.25,41.25,"8,680","990,293,117","23,863,475"
41.4,1101,108/10/22,-0.1,41.7,41.1,41.7,"7,306","731,969,694","17,732,106"
40.95,1101,108/10/23,-0.45,41.4,40.8,41.4,"7,210","757,279,466","18,481,663"
41.0,1101,108/10/24,0.05,41.25,40.75,41.05,"6,233","604,292,372","14,762,042"
40.85,1101,108/10/25,-0.15,41.25,40.6,41.2,"7,604","863,421,380","21,160,672"
40.75,1101,108/10/28,-0.1,41.15,40.6,41.05,"4,783","458,199,037","11,235,915"
40.65,1101,108/10/29,-0.1,40.9,40.35,40.9,"5,868","741,722,655","18,269,003"
40.35,1101,108/10/30,-0.3,40.65,40.2,40.65,"7,943","809,801,570","20,075,650"
40.45,1101,108/10/31,0.1,40.65,40.35,40.5,"5,907","568,484,862","14,050,758"
38.25,1101,108/09/02,-0.2,38.45,38.05,38.45,"5,648","683,664,084","17,882,221"
38.35,1101,108/09/03,0.1,38.45,38.25,38.25,"3,435","461,939,826","12,035,375"
38.45,1101,108/09/04,0.1,38.5,38.25,38.25,"3,319","351,164,012","9,142,411"
39.0,1101,108/09/05,0.55,39.0,38.5,38.5,"5,761","599,406,328","15,438,292"
39.85,1101,108/09/06,0.85,40.1,39.05,39.05,"10,541","1,066,474,111","26,871,485"
40.0,1101,108/09/09,0.15,40.2,39.8,40.0,"6,996","677,411,317","16,943,215"
39.95,1101,108/09/10,-0.05,40.25,39.85,40.15,"4,205","493,279,606","12,337,067"
40.0,1101,108/09/11,0.05,40.15,39.75,40.15,"4,590","509,421,828","12,764,481"
40.05,1101,108/09/12,0.05,40.2,40.0,40.15,"5,828","571,869,983","14,268,314"
40.1,1101,108/09/16,0.05,40.25,39.9,40.05,"6,167","692,896,719","17,271,304"
39.5,1101,108/09/17,-0.6,40.1,39.35,40.1,"6,642","755,376,740","19,084,656"
39.8,1101,108/09/18,0.3,40.1,39.6,39.6,"6,522","570,186,300","14,280,620"
39.8,1101,108/09/19,0.0,40.0,39.7,40.0,"2,701","247,915,040","6,222,051"
40.2,1101,108/09/20,0.4,40.2,39.65,39.8,"3,212","603,579,875","15,097,107"
39.75,1101,108/09/23,-0.45,40.2,39.75,40.2,"5,029","563,647,490","14,124,846"
39.8,1101,108/09/24,0.05,39.95,39.6,39.9,"7,546","736,909,716","18,541,765"
39.6,1101,108/09/25,-0.2,39.9,39.6,39.85,"4,688","627,474,172","15,820,226"
39.9,1101,108/09/26,0.3,40.0,39.65,39.85,"6,233","401,828,611","10,091,704"
39.65,1101,108/09/27,-0.25,40.0,39.6,40.0,"6,055","500,584,414","12,600,833"
44.05,1101,108/08/01,-0.65,44.55,44.0,44.5,"10,943","1,485,588,854","33,643,219"
43.55,1101,108/08/02,-0.50,44.0,43.5,43.85,"10,993","1,277,523,987","29,235,522"
43.55,1101,108/08/05, 0.00,43.85,43.4,43.5,"8,386","844,324,447","19,388,431"
43.3,1101,108/08/06,-0.25,43.5,43.0,43.0,"8,636","925,730,540","21,429,137"
43.35,1101,108/08/07,+0.05,43.75,43.3,43.4,"5,977","729,441,083","16,771,372"
43.9,1101,108/08/08,+0.55,44.2,43.8,44.2,"6,149","1,053,662,848","23,908,237"
43.95,1101,108/08/12,+0.05,44.15,43.9,43.9,"11,423","1,827,716,242","41,575,871"
37.25,1101,108/08/13,X0.00,37.85,37.05,37.85,"14,801","1,785,538,633","47,642,885"
38.3,1101,108/08/14,+1.05,38.4,37.55,37.9,"9,594","985,192,698","25,945,962"
38.0,1101,108/08/15,-0.30,38.2,37.65,37.95,"6,670","577,760,799","15,233,101"
37.95,1101,108/08/16,-0.05,38.1,37.8,38.1,"4,658","453,181,273","11,940,427"
38.1,1101,108/08/19,+0.15,38.4,38.0,38.15,"4,923","479,357,620","12,566,435"
38.15,1101,108/08/20,+0.05,38.3,38.1,38.3,"3,616","309,021,700","8,093,335"
37.95,1101,108/08/21,-0.20,38.2,37.9,38.15,"4,876","426,796,410","11,224,764"
37.85,1101,108/08/22,-0.10,38.15,37.8,38.1,"4,553","398,511,728","10,511,944"
38.2,1101,108/08/23,+0.35,38.2,37.75,37.8,"3,176","296,500,722","7,814,273"
37.7,1101,108/08/26,-0.50,37.85,37.15,37.85,"6,041","644,033,846","17,162,342"
37.65,1101,108/08/27,-0.05,37.9,37.5,37.9,"3,647","525,667,299","13,973,985"
37.7,1101,108/08/28,+0.05,37.7,37.5,37.65,"2,978","302,573,243","8,045,693"
37.8,1101,108/08/29,+0.10,37.9,37.5,37.9,"3,712","368,833,075","9,799,389"
38.45,1101,108/08/30,+0.65,38.45,37.85,38.0,"5,089","769,469,853","20,183,196"
46.15,1101,108/07/01,0.1,46.5,45.8,46.05,"5,933","865,316,307","18,711,269"
46.35,1101,108/07/02,0.2,46.6,45.9,46.0,"6,820","801,137,003","17,270,479"
46.25,1101,108/07/03,-0.1,46.45,46.05,46.2,"6,342","747,426,445","16,146,167"
45.9,1101,108/07/04,-0.35,46.25,45.7,46.2,"7,269","784,764,429","17,096,640"
46.15,1101,108/07/05,0.25,46.5,45.85,46.0,"6,750","825,198,987","17,864,680"
46.2,1101,108/07/08,0.05,46.35,46.0,46.15,"4,754","622,449,666","13,478,986"
46.0,1101,108/07/09,-0.2,46.25,46.0,46.2,"3,325","416,745,977","9,046,656"
45.85,1101,108/07/10,-0.15,46.2,45.8,46.05,"8,097","814,766,330","17,734,832"
44.8,1101,108/07/11,-1.05,45.85,44.7,45.85,"15,001","1,780,768,618","39,584,628"
44.35,1101,108/07/12,-0.45,45.0,44.2,44.7,"9,928","1,238,019,243","27,811,314"
44.05,1101,108/07/15,-0.3,44.35,43.85,44.35,"10,000","1,309,544,294","29,743,599"
44.75,1101,108/07/16,0.7,44.85,44.0,44.05,"7,884","1,321,593,891","29,790,731"
44.7,1101,108/07/17,-0.05,44.95,44.45,44.8,"6,464","904,596,953","20,286,766"
44.6,1101,108/07/18,-0.1,44.75,44.5,44.6,"3,882","476,678,185","10,693,913"
44.8,1101,108/07/19,0.2,44.9,44.55,44.7,"5,577","808,328,336","18,104,510"
44.9,1101,108/07/22,0.1,45.15,44.8,45.0,"5,500","808,162,965","17,981,587"
45.05,1101,108/07/23,0.15,45.1,44.75,45.0,"5,268","582,908,169","12,969,865"
44.8,1101,108/07/24,-0.25,45.1,44.8,45.05,"5,003","824,295,610","18,355,808"
44.3,1101,108/07/25,-0.5,44.8,44.3,44.8,"6,889","802,203,541","18,027,435"
44.65,1101,108/07/26,0.35,44.65,44.15,44.2,"4,390","474,603,176","10,693,732"
44.85,1101,108/07/29,0.2,45.1,44.75,44.85,"4,949","610,672,625","13,587,745"
44.8,1101,108/07/30,-0.05,44.95,44.6,44.95,"3,480","405,662,100","9,051,203"
44.7,1101,108/07/31,-0.1,44.9,44.65,44.8,"4,695","619,983,828","13,853,882"
43.4,1101,108/06/03,0.5,43.4,42.6,42.65,"7,281","795,204,611","18,443,241"
43.1,1101,108/06/04,-0.3,44.0,43.1,43.45,"8,918","1,017,382,842","23,367,613"
43.0,1101,108/06/05,-0.1,43.4,42.9,43.25,"7,164","667,769,669","15,507,374"
43.15,1101,108/06/06,0.15,43.15,42.85,43.0,"6,592","643,570,905","14,976,358"
43.85,1101,108/06/10,0.7,43.95,43.3,43.5,"8,591","1,047,570,394","23,947,432"
44.0,1101,108/06/11,0.15,44.0,43.5,43.75,"8,808","807,941,550","18,430,940"
43.75,1101,108/06/12,-0.25,44.0,43.45,43.95,"7,276","725,424,187","16,608,036"
43.85,1101,108/06/13,0.1,43.95,43.6,43.95,"5,158","546,866,990","12,498,995"
43.95,1101,108/06/14,0.1,44.0,43.8,43.9,"3,999","473,506,419","10,784,006"
44.7,1101,108/06/17,0.75,44.95,44.1,44.1,"9,073","1,064,597,233","23,824,122"
45.2,1101,108/06/18,0.5,45.3,44.9,45.0,"8,046","1,107,573,626","24,566,221"
45.3,1101,108/06/19,0.1,45.5,44.8,45.5,"9,688","1,051,527,546","23,271,380"
45.4,1101,108/06/20,0.1,45.45,45.05,45.35,"4,933","694,444,881","15,327,679"
45.15,1101,108/06/21,-0.25,45.45,45.1,45.45,"4,854","890,455,941","19,692,353"
45.6,1101,108/06/24,0.45,45.6,45.05,45.15,"7,260","767,509,900","16,874,830"
45.6,1101,108/06/25,0.0,45.6,45.3,45.6,"4,444","530,055,117","11,651,818"
45.55,1101,108/06/26,-0.05,45.65,45.5,45.65,"2,661","374,694,385","8,224,286"
45.95,1101,108/06/27,0.4,46.1,45.55,45.55,"5,967","801,971,492","17,469,246"
46.05,1101,108/06/28,0.1,46.05,45.6,46.0,"3,983","783,257,054","17,078,549"
42.2,1101,108/05/02,0.2,42.35,42.1,42.2,"3,997","617,269,656","14,614,046"
42.85,1101,108/05/03,0.65,42.9,42.25,42.25,"8,342","1,129,786,568","26,493,555"
42.3,1101,108/05/06,-0.55,42.75,42.2,42.4,"6,818","1,138,758,372","26,872,053"
42.9,1101,108/05/07,0.6,43.0,42.35,42.35,"7,413","948,315,880","22,135,305"
43.0,1101,108/05/08,0.1,43.15,42.35,42.45,"7,989","1,082,622,880","25,209,560"
42.5,1101,108/05/09,-0.5,43.0,42.5,43.0,"6,014","876,166,008","20,544,980"
42.5,1101,108/05/10,0.0,43.05,42.4,42.6,"5,499","798,113,752","18,700,097"
42.0,1101,108/05/13,-0.5,42.85,42.0,42.7,"6,612","850,099,105","20,079,887"
41.55,1101,108/05/14,-0.45,41.8,41.2,41.55,"10,003","1,069,448,984","25,740,557"
41.75,1101,108/05/15,0.2,41.95,41.55,41.55,"4,754","647,465,771","15,495,692"
42.0,1101,108/05/16,0.25,42.4,41.6,41.7,"6,858","893,189,454","21,245,243"
42.25,1101,108/05/17,0.25,42.5,42.0,42.0,"5,066","550,064,184","13,021,732"
42.35,1101,108/05/20,0.1,42.6,42.2,42.5,"5,871","684,662,805","16,141,134"
42.85,1101,108/05/21,0.5,42.85,42.35,42.5,"6,651","768,317,922","17,994,481"
42.7,1101,108/05/22,-0.15,42.95,42.45,42.9,"4,480","451,613,096","10,571,129"
42.35,1101,108/05/23,-0.35,42.8,42.3,42.8,"5,301","580,475,611","13,668,997"
42.35,1101,108/05/24,0.0,42.65,42.25,42.35,"3,654","462,183,001","10,885,298"
42.4,1101,108/05/27,0.05,42.9,42.35,42.55,"4,045","469,714,977","11,028,081"
42.3,1101,108/05/28,-0.1,42.7,42.3,42.7,"3,749","934,210,261","22,057,803"
42.5,1101,108/05/29,0.2,42.5,42.05,42.4,"3,973","505,031,524","11,926,361"
42.8,1101,108/05/30,0.3,42.8,42.4,42.45,"5,483","709,415,429","16,665,186"
42.9,1101,108/05/31,0.1,42.9,42.5,42.6,"6,685","716,268,946","16,750,450"
41.35,1101,108/04/01,0.1,41.8,41.25,41.55,"10,132","1,171,619,600","28,261,025"
41.4,1101,108/04/02,0.05,41.7,41.3,41.65,"7,762","974,072,590","23,467,533"
41.7,1101,108/04/03,0.3,41.75,41.5,41.55,"5,804","794,119,481","19,088,018"
42.3,1101,108/04/08,0.6,42.35,41.95,41.95,"7,941","1,196,467,996","28,403,967"
42.15,1101,108/04/09,-0.15,42.55,41.95,42.45,"9,159","1,204,294,549","28,568,686"
42.0,1101,108/04/10,-0.15,42.2,41.75,42.15,"8,356","957,651,363","22,819,386"
42.05,1101,108/04/11,0.05,42.4,41.95,42.25,"7,234","880,822,798","20,905,034"
42.0,1101,108/04/12,-0.05,42.3,41.95,42.2,"6,161","836,805,178","19,875,284"
42.5,1101,108/04/15,0.5,42.5,42.1,42.2,"6,202","769,350,147","18,197,589"
42.3,1101,108/04/16,-0.2,42.55,42.15,42.5,"5,366","682,729,997","16,141,073"
41.95,1101,108/04/17,-0.35,42.45,41.9,42.4,"6,969","1,008,739,698","24,015,044"
41.6,1101,108/04/18,-0.35,42.1,41.3,42.0,"8,424","1,229,984,949","29,541,234"
41.7,1101,108/04/19,0.1,41.8,41.4,41.6,"5,862","788,761,662","18,966,042"
41.0,1101,108/04/22,-0.7,41.65,41.0,41.6,"9,287","1,268,438,905","30,751,985"
41.6,1101,108/04/23,0.6,41.65,40.55,40.85,"7,190","950,545,196","23,165,336"
41.55,1101,108/04/24,-0.05,41.75,41.35,41.75,"6,423","681,247,626","16,390,191"
41.8,1101,108/04/25,0.25,41.8,41.3,41.5,"5,934","558,331,855","13,459,252"
41.75,1101,108/04/26,-0.05,41.85,41.55,41.85,"4,024","471,505,257","11,300,709"
42.1,1101,108/04/29,0.35,42.1,41.8,41.9,"6,157","675,143,856","16,073,778"
42.0,1101,108/04/30,-0.1,42.25,41.95,42.1,"3,476","411,098,364","9,767,628"
38.2,1101,108/03/04,-0.2,38.45,38.0,38.4,"4,931","504,795,802","13,222,125"
38.0,1101,108/03/05,-0.2,38.3,37.95,38.1,"3,241","329,400,652","8,653,767"
38.25,1101,108/03/06,0.25,38.3,37.95,38.0,"2,685","294,867,200","7,744,295"
38.0,1101,108/03/07,-0.25,38.45,38.0,38.1,"4,394","468,825,441","12,281,543"
38.0,1101,108/03/08,0.0,38.1,37.75,38.0,"3,278","320,379,620","8,457,271"
37.85,1101,108/03/11,-0.15,38.15,37.85,38.0,"4,226","393,741,686","10,369,097"
38.4,1101,108/03/12,0.55,38.65,37.85,37.9,"6,163","543,464,281","14,169,399"
38.5,1101,108/03/13,0.1,38.6,38.35,38.45,"5,893","481,239,912","12,506,692"
38.6,1101,108/03/14,0.1,38.6,38.45,38.5,"4,403","457,438,336","11,871,203"
38.65,1101,108/03/15,0.05,38.8,38.55,38.7,"4,655","650,324,201","16,827,855"
37.8,1101,108/03/18,-0.85,38.85,37.6,38.75,"13,627","1,608,603,260","42,438,195"
38.1,1101,108/03/19,0.3,38.3,37.85,37.9,"6,814","589,255,644","15,489,346"
38.05,1101,108/03/20,-0.05,38.25,38.0,38.1,"4,811","520,075,692","13,655,599"
38.85,1101,108/03/21,0.8,38.9,38.05,38.05,"8,130","800,039,881","20,677,619"
38.7,1101,108/03/22,-0.15,39.25,38.5,38.95,"6,235","560,972,045","14,471,404"
40.5,1101,108/03/25,1.8,40.8,39.85,40.0,"22,898","3,040,141,795","75,535,139"
40.45,1101,108/03/26,-0.05,40.7,40.2,40.55,"11,820","1,180,686,189","29,230,311"
40.55,1101,108/03/27,0.1,40.9,40.45,40.6,"8,768","1,051,421,138","25,862,532"
41.0,1101,108/03/28,0.45,41.7,40.75,40.75,"12,094","1,405,158,957","34,149,477"
41.25,1101,108/03/29,0.25,41.4,41.1,41.4,"6,588","991,039,418","24,017,404"
37.65,1101,108/02/11,0.3,37.9,37.35,37.9,"6,467","573,681,636","15,234,985"
37.7,1101,108/02/12,0.05,37.85,37.35,37.7,"4,180","318,734,865","8,462,833"
37.65,1101,108/02/13,-0.05,37.95,37.55,37.7,"4,233","517,100,918","13,717,841"
37.5,1101,108/02/14,-0.15,38.2,37.4,37.55,"5,475","552,028,462","14,649,338"
37.45,1101,108/02/15,-0.05,37.7,36.95,37.7,"5,265","507,796,920","13,640,757"
36.9,1101,108/02/18,-0.55,37.55,36.85,37.4,"4,864","509,282,611","13,718,603"
37.55,1101,108/02/19,0.65,37.6,36.95,36.95,"6,596","631,878,592","16,886,102"
37.85,1101,108/02/20,0.3,38.2,37.65,37.8,"5,588","626,947,918","16,550,069"
39.3,1101,108/02/21,1.45,39.45,38.05,38.15,"10,420","1,477,038,418","38,051,399"
38.7,1101,108/02/22,-0.6,39.15,38.65,39.15,"5,206","542,954,993","14,006,912"
38.45,1101,108/02/25,-0.25,39.0,38.3,39.0,"5,443","629,690,625","16,346,695"
38.2,1101,108/02/26,-0.25,38.5,38.2,38.25,"5,195","660,458,397","17,253,431"
38.4,1101,108/02/27,0.2,38.45,38.15,38.2,"4,975","551,092,495","14,384,705"
35.5,1101,108/01/02,-0.1,35.95,35.5,35.75,"2,572","234,262,829","6,566,997"
35.15,1101,108/01/03,-0.35,35.6,35.1,35.5,"3,546","323,494,000","9,160,859"
35.45,1101,108/01/04,0.3,35.65,34.9,35.0,"4,175","376,905,510","10,692,409"
36.0,1101,108/01/07,0.55,36.2,35.8,35.85,"5,611","537,441,416","14,906,206"
35.55,1101,108/01/08,-0.45,35.95,35.55,35.9,"3,621","393,334,841","10,987,241"
36.35,1101,108/01/09,0.8,36.35,35.9,35.95,"5,711","756,069,459","20,974,178"
36.55,1101,108/01/10,0.2,36.95,36.4,36.55,"4,201","422,174,797","11,530,577"
36.4,1101,108/01/11,-0.15,36.7,36.2,36.7,"4,868","434,594,562","11,923,354"
35.6,1101,108/01/14,-0.8,36.45,35.35,36.4,"7,189","670,460,088","18,788,577"
35.7,1101,108/01/15,0.1,36.0,35.6,35.8,"4,206","494,376,678","13,837,986"
35.6,1101,108/01/16,-0.1,35.8,35.55,35.7,"3,696","443,106,653","12,432,470"
35.45,1101,108/01/17,-0.15,35.8,35.4,35.6,"4,988","413,726,229","11,657,174"
36.0,1101,108/01/18,0.55,36.0,35.55,35.8,"3,421","361,901,018","10,088,263"
36.25,1101,108/01/21,0.25,36.3,35.85,36.2,"3,292","360,754,727","9,974,837"
36.25,1101,108/01/22,0.0,36.3,36.05,36.25,"1,807","219,490,320","6,060,492"
36.45,1101,108/01/23,0.2,36.45,36.05,36.2,"2,960","248,862,420","6,845,545"
36.4,1101,108/01/24,-0.05,36.55,36.15,36.45,"3,389","290,662,915","7,992,255"
36.6,1101,108/01/25,0.2,36.75,36.3,36.4,"4,417","431,875,477","11,808,482"
37.0,1101,108/01/28,0.4,37.0,36.7,36.75,"4,446","503,258,210","13,642,330"
37.1,1101,108/01/29,0.1,37.1,36.7,37.0,"3,560","371,981,552","10,057,975"
37.35,1101,108/01/30,0.25,37.5,36.95,37.2,"4,445","454,594,356","12,214,164"
35.85,1101,107/12/03,1.35,36.0,34.9,34.95,"9,128","957,538,297","26,938,982"
35.05,1101,107/12/04,-0.8,35.85,34.85,35.85,"8,425","855,608,732","24,268,828"
34.85,1101,107/12/05,-0.2,35.3,34.35,34.5,"5,645","545,759,401","15,645,678"
34.65,1101,107/12/06,-0.2,35.15,34.6,34.85,"6,740","688,408,887","19,811,502"
35.05,1101,107/12/07,0.4,35.45,34.7,34.7,"3,804","339,627,959","9,683,367"
34.75,1101,107/12/10,-0.3,34.95,34.7,34.9,"2,957","235,614,568","6,771,262"
34.8,1101,107/12/11,0.05,35.35,34.8,35.1,"3,381","327,047,135","9,358,961"
34.95,1101,107/12/12,0.15,35.05,34.8,35.0,"4,093","452,788,385","12,970,181"
35.5,1101,107/12/13,0.55,35.55,34.85,34.95,"4,443","457,495,888","12,992,752"
35.75,1101,107/12/14,0.25,35.8,35.1,35.4,"6,896","631,842,052","17,761,509"
36.0,1101,107/12/17,0.25,36.2,35.55,35.6,"5,979","589,040,490","16,365,415"
35.65,1101,107/12/18,-0.35,36.2,35.55,35.85,"4,632","539,304,567","15,035,014"
36.0,1101,107/12/19,0.35,36.0,35.65,35.8,"4,327","396,141,624","11,027,020"
35.4,1101,107/12/20,-0.6,36.15,35.3,35.8,"4,077","419,170,598","11,745,184"
35.4,1101,107/12/21,0.0,35.65,35.3,35.4,"4,073","454,768,855","12,841,378"
35.45,1101,107/12/22,0.05,35.6,35.3,35.4,709,"58,010,814","1,636,356"
35.8,1101,107/12/24,0.35,35.95,35.5,35.6,"2,968","277,193,079","7,755,049"
35.85,1101,107/12/25,0.05,35.85,34.95,35.05,"2,826","303,543,835","8,531,299"
35.4,1101,107/12/26,-0.45,35.85,35.35,35.8,"2,367","192,374,006","5,402,920"
35.4,1101,107/12/27,0.0,35.8,35.4,35.8,"3,173","279,551,691","7,848,142"
35.6,1101,107/12/28,0.2,35.75,35.4,35.4,"3,471","288,722,193","8,117,150"
35.65,1101,107/11/01,0.95,35.85,34.45,34.45,"8,385","690,913,158","19,512,690"
36.45,1101,107/11/02,0.8,36.45,36.0,36.25,"5,813","542,926,199","14,967,592"
35.35,1101,107/11/05,-1.1,36.0,35.0,36.0,"7,208","650,386,983","18,395,185"
35.1,1101,107/11/06,-0.25,35.8,34.8,35.6,"5,698","558,596,411","15,899,650"
35.5,1101,107/11/07,0.4,35.75,35.3,35.3,"2,544","234,651,471","6,609,546"
35.5,1101,107/11/08,0.0,36.0,35.2,36.0,"3,242","289,017,086","8,155,368"
34.9,1101,107/11/09,-0.6,35.35,34.7,35.35,"3,348","284,692,796","8,149,952"
35.6,1101,107/11/12,0.7,35.6,34.9,34.9,"2,996","255,539,657","7,214,929"
36.4,1101,107/11/13,0.8,36.4,35.0,35.0,"6,257","635,853,034","17,714,261"
36.35,1101,107/11/14,-0.05,37.2,36.05,37.05,"7,492","652,865,021","17,880,322"
36.15,1101,107/11/15,-0.2,36.45,36.0,36.4,"3,712","277,603,255","7,680,959"
36.45,1101,107/11/16,0.3,36.6,36.1,36.6,"3,404","245,527,933","6,752,139"
36.5,1101,107/11/19,0.05,36.65,36.15,36.5,"3,847","355,347,572","9,746,930"
36.65,1101,107/11/20,0.15,37.0,36.25,36.5,"6,447","573,661,249","15,633,754"
35.7,1101,107/11/21,-0.95,36.25,35.5,36.25,"9,042","817,259,938","22,887,183"
34.85,1101,107/11/22,-0.85,35.75,34.6,35.7,"9,694","849,213,919","24,245,555"
34.7,1101,107/11/23,-0.15,35.0,34.5,35.0,"3,882","309,110,090","8,917,654"
35.35,1101,107/11/26,0.65,35.45,34.8,34.8,"3,642","308,187,535","8,757,969"
33.5,1101,107/11/27,-1.85,33.65,32.7,33.0,"23,090","2,513,900,169","75,414,108"
34.05,1101,107/11/28,0.55,34.15,33.2,33.65,"10,302","938,472,487","27,746,078"
34.05,1101,107/11/29,0.0,34.6,33.95,34.45,"7,303","727,541,355","21,273,973"
34.5,1101,107/11/30,0.45,34.75,34.2,34.3,"4,899","671,138,398","19,459,222"
41.05,1101,107/10/01,-0.05,41.9,40.9,41.5,"6,022","600,522,447","14,535,560"
40.3,1101,107/10/02,-0.75,41.2,40.1,41.15,"5,835","632,763,015","15,683,130"
40.2,1101,107/10/03,-0.1,40.7,39.95,40.7,"3,951","441,890,189","10,990,062"
39.8,1101,107/10/04,-0.4,40.25,39.5,40.15,"5,324","518,530,140","13,054,331"
39.7,1101,107/10/05,-0.1,40.1,39.15,40.1,"5,054","501,899,907","12,625,869"
39.75,1101,107/10/08,0.05,39.95,39.4,39.65,"4,864","409,884,618","10,324,736"
40.05,1101,107/10/09,0.3,40.3,39.6,40.0,"4,993","560,752,429","13,987,457"
37.6,1101,107/10/11,-2.45,38.6,37.0,38.1,"14,334","1,447,077,450","38,528,047"
39.0,1101,107/10/12,1.4,39.0,37.0,37.25,"8,161","626,756,684","16,441,006"
38.5,1101,107/10/15,-0.5,38.75,38.1,38.55,"4,464","535,741,055","13,918,633"
38.2,1101,107/10/16,-0.3,38.4,37.8,38.4,"6,003","490,764,609","12,893,506"
38.25,1101,107/10/17,0.05,38.9,38.15,38.6,"6,084","403,483,688","10,495,677"
38.0,1101,107/10/18,-0.25,38.6,37.8,38.6,"3,388","315,466,367","8,292,252"
37.25,1101,107/10/19,-0.75,37.65,37.1,37.65,"5,389","720,773,436","19,336,484"
37.55,1101,107/10/22,0.3,37.85,37.2,37.2,"2,582","539,320,092","14,359,439"
36.0,1101,107/10/23,-1.55,37.35,35.55,37.3,"8,346","813,864,059","22,498,223"
34.15,1101,107/10/24,-1.85,35.95,33.55,35.95,"17,765","1,657,868,421","48,566,067"
34.0,1101,107/10/25,-0.15,34.25,32.9,33.1,"9,806","898,212,772","26,800,022"
33.5,1101,107/10/26,-0.5,34.45,32.9,34.3,"8,662","722,678,715","21,623,371"
33.9,1101,107/10/29,0.4,34.1,33.2,33.8,"4,627","609,911,512","18,111,093"
34.1,1101,107/10/30,0.2,34.6,33.75,33.9,"7,430","678,675,915","19,836,892"
34.7,1101,107/10/31,0.6,35.1,34.3,34.5,"5,982","635,292,153","18,308,135"
41.35,1101,107/09/03,-1.0,42.1,41.15,42.1,"6,058","797,047,689","19,244,231"
42.1,1101,107/09/04,0.75,42.15,41.3,41.35,"6,557","853,190,621","20,413,587"
41.55,1101,107/09/05,-0.55,42.0,41.5,41.7,"3,779","559,398,555","13,441,364"
41.8,1101,107/09/06,0.25,41.95,41.3,41.5,"4,554","514,815,217","12,352,963"
41.3,1101,107/09/07,-0.5,41.6,41.25,41.35,"4,782","511,433,798","12,352,319"
37.95,1101,107/09/10,-3.35,40.4,37.4,40.25,"15,127","1,806,228,086","46,962,086"
38.0,1101,107/09/11,0.05,38.55,36.95,38.3,"11,896","1,306,672,208","34,647,919"
38.55,1101,107/09/12,0.55,38.55,37.95,37.95,"5,689","573,324,019","15,005,933"
39.1,1101,107/09/13,0.55,39.55,39.0,39.15,"7,384","705,898,928","18,074,527"
39.65,1101,107/09/14,0.55,39.8,38.55,39.1,"6,222","545,879,305","13,834,200"
39.3,1101,107/09/17,-0.35,39.85,38.8,39.8,"3,281","338,201,166","8,615,321"
39.7,1101,107/09/18,0.4,39.8,38.9,39.0,"4,861","346,532,074","8,765,741"
40.15,1101,107/09/19,0.45,41.0,39.8,39.8,"10,344","932,513,805","23,084,467"
40.1,1101,107/09/20,-0.05,40.8,39.7,40.1,"5,304","546,512,541","13,617,675"
40.4,1101,107/09/21,0.3,41.0,40.2,40.2,"8,814","1,506,535,223","37,163,817"
40.2,1101,107/09/25,-0.2,41.2,40.1,41.2,"5,558","517,706,169","12,783,118"
39.9,1101,107/09/26,-0.3,40.5,39.85,40.4,"3,507","326,627,652","8,153,260"
40.25,1101,107/09/27,0.35,40.45,39.6,39.6,"5,523","521,108,461","13,000,198"
41.1,1101,107/09/28,0.85,41.6,40.85,41.0,"10,502","1,182,975,259","28,667,459"
41.05,1101,107/08/01,1.7,41.4,39.55,39.7,"14,504","2,833,566,096","70,064,835"
40.6,1101,107/08/02,-0.45,41.1,40.45,40.95,"10,396","1,897,485,402","46,511,022"
40.45,1101,107/08/03,-0.15,41.35,40.4,40.8,"8,134","1,384,132,518","33,912,738"
40.35,1101,107/08/06,-0.1,40.75,40.2,40.45,"5,191","1,054,229,065","26,164,162"
40.15,1101,107/08/07,-0.2,40.6,40.15,40.4,"5,118","1,119,603,560","27,766,431"
40.6,1101,107/08/08,0.45,41.05,40.35,40.4,"7,521","1,338,144,789","32,936,560"
40.5,1101,107/08/09,-0.1,40.85,40.1,40.5,"9,497","1,298,292,243","32,275,299"
41.5,1101,107/08/10,1.0,41.7,40.6,40.65,"10,542","1,270,055,781","30,858,256"
