time,eps
2019 Q2,0.52
2019 Q1,0.32
2018,1.09
2018 Q3,0.13
2018 Q2,0.42
2018 Q1,0.37
2017,1.71
2017 Q3,0.33
2017 Q2,0.53
2017 Q1,0.59
2016,4.09
2016 Q3,0.92
2016 Q2,1.23
2016 Q1,1.24
2015,3.94
2015 Q3,0.94
2015 Q2,1.0
2015 Q1,1.01
2014,4.94
2014 Q3,1.43
2014 Q2,1.05
2014 Q1,1.13
2013,5.72
2013 Q3,1.45
2013 Q2,1.43
2013 Q1,1.51
