cash,co_id,stock,time
17.67,2227,0.0,2018
20.0,2227,0.0,2017
22.0,2227,0.0,2016
12.5,2227,0.0,2015
30.0,2227,0.0,2014
19.47,2227,0.0,2013
13.3,2227,0.0,2012
10.2,2227,0.0,2011
5.6,2227,0.0,2010
