at,cash,co_id,stock,time
108/03/14,0.28,2812,0.52,2018
nan,0.45,2812,0.25,2017
nan,0.55,2812,0.17,2016
nan,0.5,2812,0.17,2015
nan,0.25,2812,0.64,2014
nan,0.1906595,2812,0.5862975,2013
nan,0.1,2812,0.725,2012
nan,0.05,2812,0.38,2011
nan,0.0,2812,0.17,2010
