cash,co_id,stock,time
1.0,2892,0.1,2018
0.9,2892,0.1,2017
1.2,2892,0.2,2016
0.95,2892,0.45,2015
0.7,2892,0.65,2014
0.5,2892,0.7,2013
0.45,2892,0.65,2012
0.4,2892,0.55,2011
0.3,2892,0.6,2010
