cash,co_id,stock,time
3.55,2382,0.0,2018
3.4,2382,0.0,2017
3.5,2382,0.0,2016
3.8,2382,0.0,2015
4.0,2382,0.0,2014
3.8,2382,0.0,2013
4.0,2382,0.0,2012
4.0,2382,0.0,2011
3.6,2382,0.0,2010
