cash,co_id,stock,time
0.0,2301,0.0,2019 Q2
2.92,2301,0.0,2018
0.41,2301,0.0,2017
2.92,2301,0.0,2016
2.1860079,2301,0.04990885,2015
1.97,2301,0.05,2014
2.71195158,2301,0.050036,2013
2.34061583,2301,0.04980033,2012
2.27,2301,0.05,2011
2.87,2301,0.05,2010
