cash,co_id,stock,time
5.0,1303,0.0,2018
5.1,1303,0.0,2017
4.5,1303,0.0,2016
3.3,1303,0.0,2015
2.3,1303,0.0,2014
1.9,1303,0.0,2013
0.3,1303,0.1,2012
2.1,1303,0.0,2011
4.7,1303,0.0,2010
