at,cash,co_id,stock,time
108/03/25,0.45,2889,0.1,2018
nan,0.65,2889,0.12,2017
nan,0.54596489,2889,0.14889951,2016
nan,0.26,2889,0.26,2015
nan,0.29,2889,0.3,2014
nan,0.23,2889,0.23,2013
nan,0.18,2889,0.3,2012
nan,0.3,2889,0.26,2011
nan,0.4,2889,0.49,2010
