cash,co_id,stock,time
3.5,4938,0.0,2018
4.0,4938,0.0,2017
5.0,4938,0.0,2016
5.0,4938,0.0,2015
4.1,4938,0.0,2014
2.8,4938,0.0,2013
1.5,4938,0.0,2012
0.0,4938,0.0,2011
1.45,4938,nan,2010
