co_id,date
1102,108年07月24日
1102,107年08月30日
1102,106年08月30日
1102,105年08月31日
1102,104年09月01日
1102,103年08月28日
1102,102年08月29日
1102,101年08月21日
1102,100年08月24日
1102,99年08月24日
1102,98年08月24日
1102,97年08月19日
1102,96年08月09日
1102,95年08月09日
1102,94年08月05日
