cash,co_id,stock,time
0.636,2890,0.0,2018
0.5,2890,0.2,2017
0.344,2890,0.35,2016
0.432,2890,0.5,2015
0.5,2890,0.736,2014
0.335,2890,0.808,2013
0.33488148,2890,0.8,2012
0.13547466,2890,0.316,2011
0.15024,2890,0.43,2010
