at,cash,co_id,stock,time
108/04/26,0.9,2832,0.0,2018
nan,1.1,2832,0.0,2017
nan,0.9,2832,0.0,2016
nan,1.2,2832,0.0,2015
nan,0.9,2832,0.0,2014
nan,1.1,2832,0.0,2013
nan,1.1,2832,0.0,2012
nan,1.16,2832,0.0,2011
nan,2.0,2832,0.0,2010
