cash,co_id,stock,time
0.545,2880,0.545,2018
0.5,2880,0.45,2017
0.7,2880,0.5,2016
0.63,2880,0.62,2015
0.62,2880,0.62,2014
0.7,2880,0.3,2013
0.5,2880,0.5,2012
0.5,2880,0.5,2011
0.3,2880,0.6,2010
