cash,co_id,stock,time
2.5,1216,0.0,2018
5.5,1216,0.0,2017
2.1,1216,0.0,2016
2.0,1216,0.0,2015
1.4,1216,0.4,2014
1.5,1216,0.6,2013
1.4,1216,0.6,2012
1.0,1216,0.7,2011
1.4,1216,0.6,2010
