at,cash,co_id,stock,time
108/02/25,1.5,2809,0.0,2018
nan,1.5,2809,0.0,2017
nan,1.5,2809,0.0,2016
nan,0.5,2809,0.0,2015
nan,1.5,2809,0.0,2014
nan,1.5,2809,0.0,2013
nan,1.5,2809,0.0,2012
nan,0.0,2809,0.0,2011
nan,0.0,2809,0.0,2010
