cash,co_id,stock,time
0.64,2801,0.2,2018
0.45,2801,0.4,2017
0.42,2801,0.5,2016
0.35,2801,0.6,2015
0.2,2801,0.7,2014
0.6,2801,0.2,2013
0.1,2801,0.7,2012
0.2,2801,0.7,2011
0.28,2801,0.9,2010
