at,cash,co_id,stock,time
108/03/26,0.3,2834,0.5,2018
nan,0.268,2834,0.4,2017
nan,0.102,2834,0.3,2016
nan,0.1,2834,0.5,2015
nan,0.0,2834,0.73,2014
nan,0.0,2834,0.4,2013
nan,0.0,2834,0.4,2012
nan,0.0,2834,0.4,2011
nan,0.0,2834,0.45,2010
