cash,co_id,stock,time
44.3,2327,0.0,2018
14.36,2327,2.0,2017
2.55,2327,0.0,2016
1.55,2327,0.0,2015
1.32058077,2327,0.0,2014
0.1,2327,0.0,2013
0.0,2327,0.0,2012
0.0,2327,0.0,2011
0.1,2327,0.0,2010
