cash,co_id,stock,time
0.0,2823,0.0,2018
0.8,2823,0.6,2017
0.8,2823,0.9,2016
0.6,2823,0.4,2015
0.4,2823,0.3,2014
0.4,2823,0.4,2013
0.2,2823,1.4,2012
0.0,2823,0.0,2011
0.7,2823,0.95,2010
