cash,co_id,stock,time
1.0,2002,0.0,2018
0.88,2002,0.0,2017
0.85,2002,0.0,2016
0.5,2002,0.0,2015
1.0,2002,0.0,2014
0.7,2002,0.2,2013
0.4,2002,0.1,2012
1.01,2002,0.15,2011
1.99,2002,0.5,2010
