at,cash,co_id,stock,time
108/02/27,0.0,2897,0.0,2018
nan,0.3,2897,0.0,2017
nan,0.45,2897,0.0,2016
nan,0.5,2897,0.0,2015
nan,0.4,2897,0.0,2014
nan,0.2,2897,0.0,2013
nan,0.2,2897,0.0,2012
nan,0.2,2897,nan,2011
nan,0.2,2897,nan,2010
