at,cash,co_id,stock,time
108/03/22,0.0,2867,0.0,2018
nan,0.0,2867,1.57,2017
nan,0.0,2867,0.92,2016
nan,0.0,2867,0.0,2015
nan,0.3,2867,1.0,2014
nan,0.0,2867,0.0,2013
nan,0.0,2867,0.6,2012
nan,0.0,2867,0.0,2011
nan,0.22,2867,0.21,2010
