cash,co_id,stock,time
6.2,1326,0.0,2018
7.0,1326,0.0,2017
5.6,1326,0.0,2016
3.5,1326,0.0,2015
1.2,1326,0.0,2014
2.5,1326,0.0,2013
0.65,1326,0.3,2012
4.0,1326,0.0,2011
7.5,1326,0.0,2010
