co_id,date
1101,106年07月25日
1101,105年07月25日
1101,104年07月23日
1101,103年07月17日
1101,102年07月25日
1101,102年07月25日
1101,101年07月26日
1101,100年07月26日
1101,99年11月26日
1101,99年11月26日
1101,99年07月14日
1101,98年08月17日
1101,97年07月25日
1101,96年07月30日
1101,95年08月25日
1101,94年09月19日
1101,108年08月13日
1101,107年11月20日
1101,107年07月26日
1101,106年07月25日
