at,cash,co_id,stock,time
108/03/26,0.49,2852,0.0,2018
nan,0.6,2852,0.0,2017
nan,0.65,2852,0.0,2016
nan,0.0,2852,0.0,2015
nan,0.38,2852,0.0,2014
nan,1.1,2852,0.0,2013
nan,1.5,2852,0.0,2012
nan,0.2,2852,0.0,2011
nan,2.0,2852,0.0,2010
