cash,co_id,stock,time
0.75,5880,0.3,2018
0.75,5880,0.3,2017
0.75,5880,0.3,2016
0.3,5880,0.7,2015
0.5,5880,0.4,2014
0.5,5880,0.0,2013
0.4,5880,0.4,2012
0.0358,5880,0.0,2011
