cash,co_id,stock,time
4.479,2412,0.0,2018
4.796,2412,0.0,2017
4.9419,2412,0.0,2016
5.4852,2412,0.0,2015
4.8564,2412,0.0,2014
2.3881,2412,0.0,2013
4.6295,2412,0.0,2012
5.4608,2412,0.0,2011
5.5243,2412,0.0,2010
