cash,co_id,stock,time
6.8,2395,0.0,2018
6.6,2395,0.0,2017
6.3,2395,1.0,2016
6.0,2395,0.0,2015
6.0,2395,0.0,2014
5.3,2395,1.0,2013
4.9,2395,0.0,2012
5.0,2395,0.0,2011
3.5,2395,0.0,2010
