at,cash,co_id,stock,time
108/03/29,0.4,6005,0.0,2018
nan,0.2,6005,0.7,2017
nan,0.37,6005,0.0,2016
nan,0.49,6005,0.0,2015
nan,0.6,6005,0.0,2014
nan,0.45,6005,0.0,2013
nan,0.15,6005,0.0,2012
nan,0.25,6005,0.0,2011
nan,0.3,6005,0.15,2010
