cash,co_id,stock,time
1.0,2891,0.0,2018
1.08,2891,0.0,2017
0.85,2891,0.0,2016
0.81,2891,0.8,2015
0.81,2891,0.81,2014
0.38,2891,0.37,2013
0.71,2891,0.7,2012
0.4,2891,0.88,2011
0.73,2891,0.72,2010
