cash,co_id,stock,time
5.54897,3045,0.0,2018
5.0,3045,0.0,2017
5.208,3045,0.0,2016
5.6,3045,0.0,2015
5.6,3045,0.0,2014
5.6,3045,0.0,2013
5.4,3045,0.0,2012
5.16,3045,0.0,2011
4.1619,3045,0.0,2010
