at,cash,co_id,stock,time
108/03/20,0.9,2851,0.0,2018
nan,1.0,2851,0.5,2017
nan,0.5,2851,0.0,2016
nan,0.7,2851,0.0,2015
nan,1.2,2851,0.0,2014
nan,1.2,2851,0.0,2013
nan,0.5,2851,0.2,2012
nan,0.0,2851,0.0,2011
nan,1.0,2851,0.0,2010
