at,cash,co_id,stock,time
108/03/27,0.0,2833,0.0,2018
nan,0.0,2833,3.0822186,2017
nan,0.0,2833,0.4544613,2016
nan,0.0,2833,0.0,2015
nan,0.0,2833,0.8,2014
nan,0.0,2833,0.0,2013
nan,0.0,2833,0.6,2012
nan,0.0,2833,0.0,2011
nan,1.0,2833,0.5,2010
