at,cash,co_id,stock,time
108/03/21,2.65,2850,0.0,2018
nan,1.82,2850,0.0,2017
nan,1.51,2850,0.0,2016
nan,1.57,2850,0.0,2015
nan,1.068,2850,0.0,2014
nan,1.0,2850,0.0,2013
nan,1.2,2850,0.0,2012
nan,1.5,2850,0.0,2011
nan,1.5,2850,0.0,2010
