at,cash,co_id,stock,time
108/03/25,0.9,2816,0.0,2018
nan,0.7,2816,0.0,2017
nan,0.0,2816,0.0,2016
nan,0.1,2816,0.0,2015
nan,1.165,2816,0.0,2014
nan,0.0,2816,0.648,2013
nan,0.0,2816,0.0,2012
nan,0.0,2816,0.0,2011
nan,0.0,2816,0.0,2010
