cash,co_id,stock,time
4.0,2317,0.0,2018
2.0,2317,0.0,2017
4.5,2317,0.0,2016
4.0,2317,1.0,2015
3.8,2317,0.5,2014
1.8,2317,1.2,2013
1.5,2317,1.0,2012
1.5,2317,1.0,2011
1.0,2317,1.0,2010
