cash,co_id,stock,time
12.0,2207,0.0,2018
12.0,2207,0.0,2017
12.0,2207,0.0,2016
12.0,2207,0.0,2015
10.5,2207,0.0,2014
12.6,2207,0.0,2013
9.0,2207,0.0,2012
8.0,2207,0.0,2011
6.0,2207,0.0,2010
