cash,co_id,stock,time
2.0,2881,0.0,2018
2.3,2881,0.0,2017
2.0,2881,0.0,2016
2.0,2881,0.0,2015
3.0,2881,0.0,2014
1.5,2881,0.0,2013
1.0,2881,0.0,2012
0.99873978,2881,0.49936989,2011
0.99891,2881,0.49945,2010
