cash,co_id,stock,time
12.0,2474,0.0,2018
12.0,2474,0.0,2017
10.0,2474,0.0,2016
10.0,2474,0.0,2015
6.0,2474,0.0,2014
5.0,2474,0.0,2013
6.0,2474,0.0,2012
5.0,2474,0.0,2011
4.0,2474,0.0,2010
