at,cash,co_id,stock,time
nan,0.3799,2856,0.0633,2018
nan,0.257942,2856,0.0,2017
nan,0.085,2856,0.0,2016
nan,0.4,2856,0.35,2015
nan,0.46,2856,0.2,2014
nan,0.33,2856,0.12,2013
nan,0.33,2856,0.0,2012
nan,0.08,2856,0.0,2011
nan,0.7,2856,0.0,2010
