cash,co_id,stock,time
3.3,1101,0.7,2018
1.5,1101,1.0,2017
1.45,1101,0.0,2016
1.33,1101,0.0,2015
2.49,1101,0.0,2014
2.3,1101,0.0,2013
1.9,1101,0.0,2012
1.9,1101,0.0,2011
2.0,1101,0.0,2010
