at,cash,co_id,stock,time
108/08/21,0.0,2838,0.0,108年上半年
108/03/13,0.0,2838,0.7,2018
nan,0.4,2838,0.3,2017
nan,0.45,2838,0.0,2016
nan,0.4,2838,0.0,2015
nan,0.26,2838,0.6,2014
nan,0.0,2838,1.03,2013
nan,0.0,2838,0.917,2012
nan,0.0,2838,0.4,2011
nan,0.0,2838,0.0,2010
