cash,co_id,stock,time
5.0,2308,0.0,2018
5.0,2308,0.0,2017
5.0,2308,0.0,2016
5.0,2308,0.0,2015
6.7,2308,0.0,2014
5.8,2308,0.0,2013
5.29101501,2308,0.0,2012
3.49448218,2308,0.0,2011
5.19546,2308,0.0,2010
