cash,co_id,stock,time
6.7,9910,1.0,2018
5.0,9910,0.0,2017
5.2,9910,0.0,2016
5.0,9910,1.2,2015
3.7,9910,0.3,2014
3.3,9910,0.4,2013
2.2,9910,0.4,2012
1.8,9910,0.3,2011
1.8,9910,0.0,2010
