cash,co_id,stock,time
1.1,2105,0.0,2018
1.8,2105,0.0,2017
3.0,2105,0.0,2016
3.0,2105,0.0,2015
3.0,2105,0.0,2014
3.0,2105,0.0,2013
1.5,2105,1.5,2012
1.4,2105,1.4,2011
2.0,2105,2.0,2010
