at,cash,co_id,stock,time
108/04/29,0.32698374,5854,0.7147579,2018
nan,0.73227802,5854,0.25306166,2017
nan,1.01369624,5854,0.0,2016
nan,1.01692717,5854,0.0,2015
nan,0.8720308,5854,0.0,2014
nan,0.81832438,5854,0.0,2013
nan,0.3,5854,0.3,2012
nan,0.30770795,5854,0.0,2011
nan,0.6,5854,0.2,2010
