cash,co_id,stock,time
0.9,2885,0.0,2018
0.55,2885,0.0,2017
0.44777,2885,0.0,2016
0.361,2885,0.0,2015
0.617839,2885,0.2622902,2014
0.65,2885,0.25,2013
0.55,2885,0.0,2012
0.2,2885,0.0,2011
0.0,2885,0.91728,2010
