at,cash,co_id,stock,time
108/03/22,0.69,2855,0.0,2018
nan,1.2,2855,0.0,2017
nan,0.0,2855,0.41,2016
nan,0.2,2855,0.31,2015
nan,0.81,2855,0.0,2014
nan,0.74,2855,0.0,2013
nan,0.52,2855,0.0,2012
nan,0.0,2855,0.18,2011
nan,0.47,2855,0.6,2010
