co_id,eps,time
2849,0.33,2019 Q2
2849,0.31,2019 Q1
2849,1.26,2018
2849,0.28,2018 Q3
2849,0.28,2018 Q2
2849,0.26,2018 Q1
2849,1.24,2017
2849,0.37,2017 Q3
2849,0.29,2017 Q2
2849,0.3,2017 Q1
2849,0.63,2016
2849,0.15,2016 Q3
2849,0.23,2016 Q2
2849,0.04,2016 Q1
2849,1.96,2015
2849,0.46,2015 Q3
2849,0.43,2015 Q2
2849,0.36,2015 Q1
2849,1.91,2014
2849,0.39,2014 Q3
2849,0.58,2014 Q2
2849,0.4,2014 Q1
2849,1.57,2013
2849,0.0,2013 Q3
2849,0.57,2013 Q2
2849,0.48,2013 Q1
