time,eps
2019 Q2,0.04
2019 Q1,(0.07)
2018,-0.44
2018 Q3,-0.1
2018 Q2,0.0
2018 Q1,-0.01
2017,-0.25
2017 Q3,-0.02
2017 Q2,0.02
2017 Q1,0.05
2016,0.78
2016 Q3,0.2
2016 Q2,0.23
2016 Q1,0.26
2015,1.16
2015 Q3,0.23
2015 Q2,0.39
2015 Q1,0.39
2014,0.94
2014 Q3,0.2
2014 Q2,0.37
2014 Q1,0.18
2013,0.44
2013 Q3,0.14
2013 Q2,0.11
2013 Q1,0.17
