co_id,eps,time
2823,1.15,2019 Q2
2823,0.70,2019 Q1
2823,2.54,2018
2823,1.06,2018 Q3
2823,0.68,2018 Q2
2823,0.97,2018 Q1
2823,2.4,2017
2823,1.39,2017 Q3
2823,0.66,2017 Q2
2823,0.01,2017 Q1
2823,2.73,2016
2823,0.91,2016 Q3
2823,0.97,2016 Q2
2823,0.81,2016 Q1
2823,2.75,2015
2823,1.35,2015 Q3
2823,0.8,2015 Q2
2823,1.09,2015 Q1
2823,2.15,2014
2823,0.91,2014 Q3
2823,0.33,2014 Q2
2823,0.57,2014 Q1
2823,1.74,2013
2823,0.54,2013 Q3
2823,0.27,2013 Q2
2823,0.87,2013 Q1
