co_id,eps,time
5871,3.05,2019 Q2
5871,2.78,2019 Q1
5871,10.37,2018
5871,2.63,2018 Q3
5871,2.8,2018 Q2
5871,2.4,2018 Q1
5871,8.29,2017
5871,2.35,2017 Q3
5871,1.93,2017 Q2
5871,1.89,2017 Q1
5871,6.36,2016
5871,1.68,2016 Q3
5871,1.68,2016 Q2
5871,1.42,2016 Q1
5871,6.02,2015
5871,1.52,2015 Q3
5871,1.5,2015 Q2
5871,1.56,2015 Q1
5871,6.23,2014
5871,1.74,2014 Q3
5871,1.51,2014 Q2
5871,1.57,2014 Q1
5871,5.91,2013
5871,1.41,2013 Q3
5871,1.64,2013 Q2
5871,1.53,2013 Q1
