co_id,eps,time
1101,1.41,2019 Q2
1101,0.77,2019 Q1
1101,4.37,2018
1101,1.2,2018 Q3
1101,1.51,2018 Q2
1101,0.69,2018 Q1
1101,2.03,2017
1101,0.53,2017 Q3
1101,0.58,2017 Q2
1101,0.23,2017 Q1
1101,1.72,2016
1101,0.63,2016 Q3
1101,0.54,2016 Q2
1101,0.06,2016 Q1
1101,1.56,2015
1101,0.26,2015 Q3
1101,0.61,2015 Q2
1101,0.22,2015 Q1
1101,2.93,2014
1101,0.87,2014 Q3
1101,0.86,2014 Q2
1101,0.5,2014 Q1
1101,2.72,2013
1101,0.97,2013 Q3
1101,0.7,2013 Q2
1101,0.38,2013 Q1
