co_id,eps,time
2816,0.90,2019 Q2
2816,1.02,2019 Q1
2816,2.84,2018
2816,0.69,2018 Q3
2816,1.2,2018 Q2
2816,0.61,2018 Q1
2816,3.12,2017
2816,1.09,2017 Q3
2816,0.74,2017 Q2
2816,0.49,2017 Q1
2816,1.03,2016
2816,0.4,2016 Q3
2816,0.03,2016 Q2
2816,0.26,2016 Q1
2816,1.23,2015
2816,-0.44,2015 Q3
2816,0.35,2015 Q2
2816,1.14,2015 Q1
2816,2.75,2014
2816,0.7,2014 Q3
2816,1.14,2014 Q2
2816,0.96,2014 Q1
2816,2.59,2013
2816,1.18,2013 Q3
2816,0.5,2013 Q2
2816,0.65,2013 Q1
