time,eps
2019 Q2,(0.18)
2019 Q1,(0.42)
2018,1.25
2018 Q3,1.47
2018 Q2,0.23
2018 Q1,0.15
2017,5.23
2017 Q3,3.39
2017 Q2,1.1
2017 Q1,0.66
2016,3.81
2016 Q3,2.17
2016 Q2,0.95
2016 Q1,1.42
2015,0.8
2015 Q3,0.95
2015 Q2,-0.55
2015 Q1,0.0
2014,0.97
2014 Q3,1.35
2014 Q2,0.67
2014 Q1,0.51
2013,-0.84
2013 Q3,0.19
2013 Q2,-0.27
2013 Q1,-0.64
