time,eps
2019 Q2,0.25
2019 Q1,1.0
2018,2.35
2018 Q3,0.7
2018 Q2,0.67
2018 Q1,0.57
2017,3.11
2017 Q3,1.27
2017 Q2,0.68
2017 Q1,0.5
2016,2.37
2016 Q3,0.78
2016 Q2,0.66
2016 Q1,0.38
2015,1.59
2015 Q3,0.37
2015 Q2,0.84
2015 Q1,0.33
2014,2.01
2014 Q3,0.5
2014 Q2,0.54
2014 Q1,0.78
2013,1.57
2013 Q3,0.49
2013 Q2,0.39
2013 Q1,0.27
