time,eps
2019 Q2,0.77
2019 Q1,0.65
2018,2.75
2018 Q3,0.59
2018 Q2,0.48
2018 Q1,1.16
2017,3.28
2017 Q3,0.95
2017 Q2,0.55
2017 Q1,0.74
2016,3.01
2016 Q3,0.83
2016 Q2,0.77
2016 Q1,0.73
2015,0.87
2015 Q3,0.5
2015 Q2,0.14
2015 Q1,0.23
2014,1.7
2014 Q3,0.73
2014 Q2,0.6
2014 Q1,0.68
2013,3.42
2013 Q3,0.63
2013 Q2,0.08
2013 Q1,0.45
