time,eps
2019 Q2,0.67
2019 Q1,0.37
2018,2.38
2018 Q3,0.72
2018 Q2,0.35
2018 Q1,0.34
2017,1.32
2017 Q3,0.3
2017 Q2,0.33
2017 Q1,0.09
2016,0.42
2016 Q3,0.08
2016 Q2,0.17
2016 Q1,-0.03
2015,0.04
2015 Q3,-0.08
2015 Q2,-0.03
2015 Q1,0.02
2014,0.67
2014 Q3,0.08
2014 Q2,0.26
2014 Q1,0.2
2013,0.65
2013 Q3,0.05
2013 Q2,0.16
2013 Q1,0.09
