time,eps
2019 Q2,(0.01)
2019 Q1,0.05
2018,0.12
2018 Q3,0.06
2018 Q2,0.07
2018 Q1,0.03
2017,0.11
2017 Q3,0.03
2017 Q2,-0.05
2017 Q1,0.04
2016,0.19
2016 Q3,-0.02
2016 Q2,0.03
2016 Q1,0.21
2015,0.25
2015 Q3,0.1
2015 Q2,0.04
2015 Q1,0.06
2014,0.25
2014 Q3,0.11
2014 Q2,0.06
2014 Q1,0.12
2013,0.26
2013 Q3,0.19
2013 Q2,0.03
2013 Q1,0.11
