co_id,eps,time
2855,0.14,2019 Q2
2855,0.67,2019 Q1
2855,0.87,2018
2855,0.13,2018 Q3
2855,0.67,2018 Q2
2855,0.08,2018 Q1
2855,1.88,2017
2855,0.48,2017 Q3
2855,0.28,2017 Q2
2855,0.54,2017 Q1
2855,0.62,2016
2855,0.55,2016 Q3
2855,0.09,2016 Q2
2855,0.15,2016 Q1
2855,0.72,2015
2855,-0.22,2015 Q3
2855,0.3,2015 Q2
2855,0.42,2015 Q1
2855,1.2,2014
2855,0.07,2014 Q3
2855,0.47,2014 Q2
2855,0.35,2014 Q1
2855,1.03,2013
2855,0.32,2013 Q3
2855,0.14,2013 Q2
2855,0.23,2013 Q1
