time,eps
2019 Q2,0.04
2019 Q1,0.10
2018,-0.03
2018 Q3,-0.34
2018 Q2,0.11
2018 Q1,0.15
2017,0.44
2017 Q3,0.09
2017 Q2,-0.02
2017 Q1,0.11
2016,0.49
2016 Q3,0.12
2016 Q2,0.14
2016 Q1,0.13
2015,0.31
2015 Q3,0.08
2015 Q2,-0.01
2015 Q1,0.07
2014,0.43
2014 Q3,0.0
2014 Q2,0.03
2014 Q1,0.14
2013,0.09
2013 Q3,0.02
2013 Q2,-0.04
2013 Q1,-0.11
