time,eps
2019 Q2,0.46
2019 Q1,0.49
2018,1.93
2018 Q3,0.52
2018 Q2,0.61
2018 Q1,0.43
2017,1.94
2017 Q3,0.54
2017 Q2,0.44
2017 Q1,0.5
2016,1.87
2016 Q3,0.34
2016 Q2,0.47
2016 Q1,0.55
2015,2.31
2015 Q3,0.48
2015 Q2,0.37
2015 Q1,0.66
2014,2.54
2014 Q3,0.55
2014 Q2,0.54
2014 Q1,0.92
2013,2.55
2013 Q3,0.71
2013 Q2,0.56
2013 Q1,0.76
